81908
150104  1790 150107 35837 150501 22079 150506 15263 -1
150105  358 150107 45905 -1
150106  1015 150107 36627 150505 23580 150506 8627 151208 2114 -1
150107  7194 150104 35837 150105 45905 150106 36627 150506 28359 150806 15326 151208 10389 -1
150201  10536 150202 6575 150203 7454 150709 7176 150710 2784 150803 7769 150806 10364 -1
150202  2679 150201 6575 150203 851 150710 5547 -1
150203  1854 150201 7454 150202 851 150710 4555 -1
150407  9813 150409 793 150411 4972 150601 6438 150607 4050 150804 4579 -1
150409  36172 150407 793 150410 5803 150411 3131 150607 473 151007 3579 -1
150410  19120 150409 5803 150601 210 150607 6162 150608 762 150710 847 151007 1747 -1
150411  3162 150407 4972 150409 3131 150804 1986 151007 6981 151103 1730 151209 1268 -1
150501  514 150104 22079 150506 33146 150901 14054 150904 8816 -1
150503  1383 150505 12116 150506 23656 150907 7714 150910 15785 -1
150505  1156 150106 23580 150503 12116 150506 6013 151205 2508 151208 5790 151210 2859 -1
150506  8932 150104 15263 150106 8627 150107 28359 150501 33146 150503 23656 150505 6013 150901 6941 150910 11203 150912 2079 -1
150601  13423 150407 6438 150410 210 150603 9572 150607 9333 150608 6214 150804 1749 -1
150603  15720 150601 9572 150608 6595 150704 4773 150803 5828 150804 10286 -1
150607  26609 150407 4050 150409 473 150410 6162 150601 9333 -1
150608  1927 150410 762 150601 6214 150603 6595 150704 2165 150710 2350 -1
150701  1162 150711 21045 150806 7060 -1
150704  2519 150603 4773 150608 2165 150709 4111 150710 2284 150803 2331 -1
150709  4234 150201 7176 150704 4111 150710 5704 150803 5706 -1
150710  32583 150201 2784 150202 5547 150203 4555 150410 847 150608 2350 150704 2284 150709 5704 -1
150711  2904 150701 21045 150806 43873 -1
150802  15116 150803 13844 150804 13313 150806 17677 151205 3844 151207 8034 151209 2244 151210 15773 -1
150803  22026 150201 7769 150603 5828 150704 2331 150709 5706 150802 13844 150804 2625 150806 8550 -1
150804  10638 150407 4579 150411 1986 150601 1749 150603 10286 150802 13313 150803 2625 151209 9617 -1
150806  6789 150107 15326 150201 10364 150701 7060 150711 43873 150802 17677 150803 8550 151207 10115 151208 2655 -1
150901  722 150501 14054 150506 6941 150902 6207 150904 9477 150912 24814 150913 19477 -1
150902  1593 150901 6207 150904 23930 150913 11992 -1
150903  2739 150912 2200 150913 21666 151301 10381 151302 12247 -1
150904  1725 150501 8816 150901 9477 150902 23930 -1
150907  9006 150503 7714 150910 4238 150912 18733 151301 14276 -1
150910  643 150503 15785 150506 11203 150907 4238 150912 26329 -1
150912  6699 150506 2079 150901 24814 150903 2200 150907 18733 150910 26329 150913 21030 151301 28313 -1
150913  1121 150901 19477 150902 11992 150903 21666 150912 21030 -1
151205  44663 150505 2508 150802 3844 151207 6441 151208 9147 151210 8804 -1
151207  5261 150802 8034 150806 10115 151205 6441 151208 9779 -1
151208  4726 150106 2114 150107 10389 150505 5790 150806 2655 151205 9147 151207 9779 -1
151209  16399 150411 1268 150802 2244 150804 9617 151101 13893 151103 6309 151210 9647 -1
151210  33826 150505 2859 150802 15773 151205 8804 151209 9647 -1
151301  11209 150903 10381 150907 14276 150912 28313 151302 11114 -1
151302  876 150903 12247 151301 11114 -1
