80707
010103  3729 010121 6746 010122 5739 010123 7936 010305 9790 -1
010109  2840 010124 1348 010125 3531 010516 4062 011403 6625 -1
010112  3008 010119 12062 010126 3048 010202 1366 010209 10036 011704 5035 011708 1618 011710 2451 -1
010119  4329 010112 12062 010121 7284 010126 7213 010127 10341 011708 3251 -1
010121  12178 010103 6746 010119 7284 010123 13403 010124 7848 010125 1476 010126 1288 010127 2840 -1
010122  2985 010103 5739 010124 4842 010309 2420 011404 6735 -1
010123  1360 010103 7936 010121 13403 010127 8858 010305 4603 -1
010124  5374 010109 1348 010121 7848 010122 4842 010125 8256 011403 3659 011404 618 -1
010125  2015 010109 3531 010121 1476 010124 8256 010126 7780 010202 117 010515 768 010516 4387 -1
010126  4086 010112 3048 010119 7213 010121 1288 010125 7780 010202 9486 -1
010127  793 010119 10341 010121 2840 010123 8858 011708 7344 -1
010304  1106 010305 4653 010309 7741 010317 2498 -1
010305  1897 010103 9790 010123 4603 010304 4653 010307 10242 010309 659 010317 1747 -1
010307  2184 010305 10242 010312 11029 010317 6562 010318 1706 -1
010309  3648 010122 2420 010304 7741 010305 659 010310 973 010316 8269 010317 1525 011404 5186 -1
010310  2229 010309 973 010313 9097 010316 12926 010317 7233 010318 6876 -1
010312  1553 010307 11029 010318 4206 011104 8354 011107 55 011109 1496 -1
010313  2739 010310 9097 010316 2234 010318 850 011407 2525 -1
010316  2516 010309 8269 010310 12926 010313 2234 011404 2195 011407 5248 -1
010317  5681 010304 2498 010305 1747 010307 6562 010309 1525 010310 7233 010318 3004 -1
010318  3066 010307 1706 010310 6876 010312 4206 010313 850 010317 3004 011109 6819 -1
011005  5163 011006 5120 011007 4118 011008 4279 -1
011006  13925 010511 2673 010517 6629 011005 5120 011008 4340 -1
011007  1658 011005 4118 011008 997 011804 4195 -1
011008  15241 010501 8848 010508 1812 010517 1779 011005 4279 011006 4340 011007 997 011807 7287 011814 7369 -1
011102  1894 011103 5422 -1
011103  2975 011102 5422 011106 5067 011107 856 011109 5834 -1
011104  2267 010312 8354 011107 12225 -1
011106  3503 011103 5067 011107 5429 -1
011107  1656 010312 55 011103 856 011104 12225 011106 5429 011109 7851 -1
011109  5816 010312 1496 010318 6819 011103 5834 011107 7851 -1
011403  6804 010109 6625 010124 3659 010516 5983 011404 8932 011405 2080 011407 4105 -1
011404  5724 010122 6735 010124 618 010309 5186 010316 2195 011403 8932 011407 4539 -1
011405  2436 010516 5601 011403 2080 011407 6470 011805 2156 011807 2944 -1
011407  5933 010313 2525 010316 5248 011403 4105 011404 4539 011405 6470 011805 5957 -1
011801  1930 011804 1830 011810 5630 011812 1739 011813 4692 -1
011804  3058 011007 4195 011801 1830 011810 748 011814 468 -1
011805  1630 011405 2156 011407 5957 011807 6341 011810 5766 011813 5993 011814 248 -1
011807  2661 010508 2091 010516 2965 011008 7287 011405 2944 011805 6341 011814 5118 -1
011810  2011 011801 5630 011804 748 011805 5766 011813 2423 011814 7654 -1
011812  2233 011801 1739 011813 7353 -1
011813  2754 011801 4692 011805 5993 011810 2423 011812 7353 -1
011814  5701 011008 7369 011804 468 011805 248 011807 5118 011810 7654 -1
