79739
130601  23228 130408 1140 130608 6147 130617 3875 130619 177 130620 1628 130814 1120 131503 7094 -1
130603  2983 130613 10665 130620 528 131402 2694 131501 6771 131503 855 131806 3211 131811 5765 -1
130608  4011 130601 6147 130619 3592 130620 2906 -1
130609  11194 130616 4578 130618 4405 130619 2438 130811 4470 130813 2041 131630 858 -1
130613  1620 130603 10665 130620 1506 131503 1906 -1
130616  5148 130609 4578 130813 6311 131603 959 131630 1865 -1
130617  10213 130408 1789 130601 3875 130814 1719 131210 1205 -1
130618  15851 130609 4405 130619 4977 130620 4128 131611 3081 131630 2873 131637 868 131808 3195 131809 1764 131811 3184 -1
130619  34965 130601 177 130608 3592 130609 2438 130618 4977 130620 4279 130811 9684 130814 1252 -1
130620  7093 130601 1628 130603 528 130608 2906 130613 1506 130618 4128 130619 4279 131503 377 131811 2510 -1
131305  2341 131311 1622 131631 2213 131635 3685 -1
131307  2312 131308 3283 131313 77 131314 5638 -1
131308  1884 131307 3283 131311 2876 131313 4940 -1
131311  2212 131305 1622 131308 2876 131313 286 131635 4734 -1
131313  12806 131307 77 131308 4940 131311 286 131314 6195 131315 8814 131635 2665 -1
131314  5318 131307 5638 131313 6195 -1
131315  33326 131313 8814 131628 4917 131635 215 131636 7986 -1
131501  12957 130603 6771 131402 4166 131503 3774 131505 7274 -1
131503  35148 130408 558 130412 3383 130601 7094 130603 855 130613 1906 130620 377 131501 3774 131505 750 -1
131505  21612 130412 2416 130413 10136 131001 748 131402 503 131501 7274 131503 750 131506 16883 -1
131506  13870 130916 1554 131011 9278 131013 4583 131018 1987 131019 5201 131401 2290 131402 472 131505 16883 -1
131602  5067 131604 2774 131607 3820 131614 2484 131616 1968 131634 3343 -1
131603  1076 130616 959 130813 4008 131613 1503 131630 1575 131637 1883 -1
131604  1852 131602 2774 131628 3189 131634 1705 -1
131607  1159 131602 3820 131610 2390 131614 1358 131616 4279 131632 1970 -1
131610  1472 131607 2390 131616 61 131617 3575 131632 3353 131633 2900 -1
131611  2017 130618 3081 131633 4712 131637 4729 131809 2660 -1
131612  1870 131631 5639 131634 553 131635 6413 131636 3919 -1
131613  2491 130813 3948 131603 1503 131617 1595 131627 3374 131637 1175 -1
131614  2058 131602 2484 131607 1358 131631 4379 131632 6844 131634 2028 -1
131616  3488 131602 1968 131607 4279 131610 61 131617 351 131627 3944 -1
131617  1540 131610 3575 131613 1595 131616 351 131627 1794 131633 683 131637 3104 -1
131627  2993 131613 3374 131616 3944 131617 1794 -1
131628  26216 131315 4917 131604 3189 131634 1135 131636 763 -1
131630  2200 130609 858 130616 1865 130618 2873 131603 1575 131637 3202 -1
131631  2417 131305 2213 131612 5639 131614 4379 131632 4373 131634 1591 131635 2656 131809 779 131810 257 -1
131632  2175 131607 1970 131610 3353 131614 6844 131631 4373 131633 3468 131809 3337 -1
131633  1942 131610 2900 131611 4712 131617 683 131632 3468 131637 1190 131809 1475 -1
131634  1859 131602 3343 131604 1705 131612 553 131614 2028 131628 1135 131631 1591 131636 3949 -1
131635  2410 131305 3685 131311 4734 131313 2665 131315 215 131612 6413 131631 2656 131636 3330 -1
131636  3005 131315 7986 131612 3919 131628 763 131634 3949 131635 3330 -1
131637  2159 130618 868 131603 1883 131611 4729 131613 1175 131617 3104 131630 3202 131633 1190 -1
131806  1304 130603 3211 131402 943 131436 3797 131810 10728 131811 5331 -1
131808  1600 130618 3195 131809 4814 131810 3549 131811 4008 -1
131809  4175 130618 1764 131611 2660 131631 779 131632 3337 131633 1475 131808 4814 131810 5612 -1
131810  18745 131437 5413 131631 257 131806 10728 131808 3549 131809 5612 131811 202 -1
131811  7860 130603 5765 130618 3184 130620 2510 131806 5331 131808 4008 131810 202 -1
