68348
070100  4616 070800 795 071000 30741 071100 38248 071400 57443 -1
070200  5912 070400 50535 070500 66995 070600 21751 070700 41404 -1
070300  5971 070400 42173 071000 9617 071400 21947 -1
070400  11542 070200 50535 070300 42173 070500 15116 071000 32711 -1
070500  47159 070200 66995 070400 15116 070600 74694 070900 55160 071000 61412 071100 15229 071300 48823 -1
070600  14093 070200 21751 070500 74694 071200 57551 071300 27772 -1
070700  4085 070200 41404 -1
070800  2167 070100 795 071100 27812 -1
070900  5164 070500 55160 071100 31548 071300 9712 -1
071000  5648 070100 30741 070300 9617 070400 32711 070500 61412 071100 6204 071400 3808 -1
071100  8919 070100 38248 070500 15229 070800 27812 070900 31548 071000 6204 -1
071200  9983 070600 57551 -1
071300  4639 070500 48823 070600 27772 070900 9712 -1
071400  6798 070100 57443 070300 21947 071000 3808 -1
