79739
130405  1318 130416 9881 -1
130408  45473 130412 3726 130413 3747 130601 1140 130617 1789 131203 5247 131210 542 131503 558 -1
130412  12664 130408 3726 130413 3539 131503 3383 131505 2416 -1
130413  33668 130408 3747 130412 3539 130414 3910 130415 9899 131001 1646 131203 1076 131505 10136 -1
130414  6519 130413 3910 130415 6283 130416 4980 131001 7930 131702 1636 131729 7759 -1
130415  41970 130413 9899 130414 6283 131203 4307 131702 7149 131712 2190 -1
130416  4920 130405 9881 130414 4980 131001 3364 131020 6344 131138 3664 131729 3313 -1
131701  13226 131717 3304 131726 4699 131731 3433 -1
131702  9687 130414 1636 130415 7149 131712 1885 131723 4850 131728 3483 131729 499 -1
131703  11845 131723 1142 131726 1565 131727 4061 131728 3503 131731 4519 -1
131704  24339 131216 1089 131218 603 131709 3717 131730 5945 -1
131709  9068 131704 3717 131726 3689 131727 1932 131730 1097 -1
131712  20022 130415 2190 131202 1127 131203 1308 131702 1885 131723 3698 131727 4416 131730 654 -1
131717  11502 131701 3304 131725 1185 131731 2939 -1
131723  15449 131702 4850 131703 1142 131712 3698 131727 1896 131728 5568 -1
131725  10501 131717 1185 131728 2269 131731 8505 -1
131726  19332 131701 4699 131703 1565 131709 3689 131727 6399 131731 735 -1
131727  46495 131703 4061 131709 1932 131712 4416 131723 1896 131726 6399 131730 5105 -1
131728  17996 131702 3483 131703 3503 131723 5568 131725 2269 131729 10314 131731 3168 -1
131729  14845 130414 7759 130416 3313 131702 499 131728 10314 -1
131730  30424 131202 508 131217 1571 131218 4030 131704 5945 131709 1097 131712 654 131727 5105 -1
131731  12529 131701 3433 131703 4519 131717 2939 131725 8505 131726 735 131728 3168 -1
