83049
100102  3268 100106 3059 100112 5634 100116 4940 100609 5693 100611 359 100619 5009 101101 2453 -1
100104  1313 100106 11215 100108 3797 100121 5902 101101 178 101103 1749 -1
100105  7395 100114 7821 100602 7839 100611 7452 -1
100106  2797 100102 3059 100104 11215 100108 1830 100116 5014 101101 9245 -1
100108  3752 100104 3797 100106 1830 100114 13519 100116 4114 100120 11521 100121 2967 101616 3471 -1
100109  1668 100120 4015 100121 6090 100122 4817 101103 2508 -1
100112  2684 100102 5634 100619 1463 101101 6723 -1
100114  3715 100105 7821 100108 13519 100116 5029 100611 2927 101616 956 -1
100116  1634 100102 4940 100106 5014 100108 4114 100114 5029 100611 11103 -1
100120  5600 100108 11521 100109 4015 100121 2050 100122 4579 101606 5016 101609 3255 101613 5691 101616 5418 -1
100121  6163 100104 5902 100108 2967 100109 6090 100120 2050 101103 407 -1
100122  2704 100109 4817 100120 4579 100123 7722 100913 664 101102 6930 101103 3351 101606 9739 -1
100123  5834 100122 7722 100913 12544 101001 6151 101003 9494 101102 13469 -1
100401  7474 100402 6124 100404 8246 100913 5694 100937 1169 101605 5821 101614 4821 -1
100402  1906 100401 6124 100403 9413 100404 788 100902 2410 100933 5916 100938 350 101602 10943 101614 427 -1
100403  3284 100402 9413 100938 5741 101602 8413 101608 5181 -1
100404  1330 100401 8246 100402 788 100933 5547 100937 2087 -1
100502  2235 100503 6161 100506 11362 100601 4542 101201 5343 101209 4791 -1
100503  2194 100502 6161 100505 10680 100506 3957 101202 230 101209 5994 101210 1560 -1
100505  698 100503 10680 101202 2222 101203 7224 -1
100506  5954 100502 11362 100503 3957 -1
100601  1411 100502 4542 100607 7608 100615 3368 100617 2796 101201 4731 -1
100602  2489 100105 7839 100604 2208 100609 5669 100611 1913 100615 11887 -1
100604  1044 100602 2208 100609 8896 100611 11577 -1
100606  1210 100608 5361 100618 4043 101207 3689 -1
100607  971 100601 7608 100615 682 -1
100608  1612 100606 5361 100618 5852 101207 2499 101210 3686 -1
100609  2237 100102 5693 100602 5669 100604 8896 100611 1504 100615 1506 100617 9758 100619 1282 -1
100611  2624 100102 359 100105 7452 100114 2927 100116 11103 100602 1913 100604 11577 100609 1504 -1
100615  924 100601 3368 100602 11887 100607 682 100609 1506 100617 15889 -1
100617  16532 100601 2796 100609 9758 100615 15889 100618 5343 100619 6552 101201 7205 101208 7829 -1
100618  10561 100606 4043 100608 5852 100617 5343 100619 13772 101210 4897 -1
100619  3796 100102 5009 100112 1463 100609 1282 100617 6552 100618 13772 -1
101101  1493 100102 2453 100104 178 100106 9245 100112 6723 101102 1991 -1
101102  10155 100122 6930 100123 13469 101101 1991 101103 11907 -1
101103  2761 100104 1749 100109 2508 100121 407 100122 3351 101102 11907 -1
101201  1305 100502 5343 100601 4731 100617 7205 101208 4124 101209 728 101210 2122 -1
101202  897 100503 230 100505 2222 101203 10388 101207 17642 101210 2155 101405 921 101406 3756 -1
101203  1152 100505 7224 101202 10388 101405 7073 -1
101207  841 100606 3689 100608 2499 101202 17642 101210 6110 -1
101208  2023 100617 7829 101201 4124 101210 8025 -1
101209  815 100502 4791 100503 5994 101201 728 101210 8255 -1
101210  3375 100503 1560 100608 3686 100618 4897 101201 2122 101202 2155 101207 6110 101208 8025 101209 8255 -1
101402  8033 101405 11029 101406 10421 101407 281 -1
101405  1169 101202 921 101203 7073 101402 11029 101406 284 -1
101406  2501 101202 3756 101402 10421 101405 284 101407 1410 -1
101407  12627 101402 281 101406 1410 -1
101602  1593 100402 10943 100403 8413 101608 2803 101614 5574 101615 10465 -1
101605  2095 100401 5821 100913 2921 101606 4416 101614 5264 -1
101606  2754 100120 5016 100122 9739 100913 2009 101605 4416 101609 6932 -1
101608  3156 100403 5181 101602 2803 101615 5564 -1
101609  2263 100120 3255 101606 6932 101613 2502 101614 7493 -1
101610  770 101613 8455 101615 8893 101616 3525 -1
101613  821 100120 5691 101609 2502 101610 8455 101614 3844 101615 2829 101616 9402 -1
101614  5390 100401 4821 100402 427 101602 5574 101605 5264 101609 7493 101613 3844 101615 3752 -1
101615  698 101602 10465 101608 5564 101610 8893 101613 2829 101614 3752 -1
101616  1347 100108 3471 100114 956 100120 5418 101610 3525 101613 9402 -1
