86991
180100  5941 180500 10985 180700 9637 181900 16145 182000 21668 -1
180200  9140 180900 11365 181400 12653 182100 17155 182300 2247 -1
180300  14406 180400 20199 180500 19199 180700 1708 181300 5484 181600 50435 182000 16281 182200 28111 182300 17175 -1
180400  16686 180300 20199 181300 20581 -1
180500  24122 180100 10985 180300 19199 181300 20681 182000 24162 -1
180600  18132 180900 21512 181100 27946 182300 18475 -1
180700  10390 180100 9637 180300 1708 181700 7425 181800 28517 181900 13012 182000 21423 182200 19504 -1
180800  8655 181400 20016 182100 17157 -1
180900  12816 180200 11365 180600 21512 182300 9338 -1
181000  8883 181600 24443 182100 17236 182400 41740 -1
181100  7653 180600 27946 181700 21221 182300 7061 -1
181200  3000 181500 22992 181800 13219 -1
181300  10391 180300 5484 180400 20581 180500 20681 -1
181400  10530 180200 12653 180800 20016 182100 15416 -1
181500  6797 181200 22992 181800 7242 181900 39070 -1
181600  15327 180300 50435 181000 24443 182300 17526 182400 14322 -1
181700  13380 180700 7425 181100 21221 181800 8443 182200 20051 182300 13494 -1
181800  5399 180700 28517 181200 13219 181500 7242 181700 8443 181900 2921 -1
181900  5008 180100 16145 180700 13012 181500 39070 181800 2921 -1
182000  7344 180100 21668 180300 16281 180500 24162 180700 21423 -1
182100  25547 180200 17155 180800 17157 181000 17236 181400 15416 182300 26522 182400 10768 -1
182200  6301 180300 28111 180700 19504 181700 20051 182300 10374 -1
182300  93009 180200 2247 180300 17175 180600 18475 180900 9338 181100 7061 181600 17526 181700 13494 182100 26522 182200 10374 182400 19567 -1
182400  9105 181000 41740 181600 14322 182100 10768 182300 19567 -1
