61494
020100  8140 020500 27446 020600 20444 020800 31771 021200 26380 -1
020200  6240 020600 42390 020900 39515 021200 57459 -1
020300  1903 020700 25378 020800 23765 -1
020400  1330 021000 59347 -1
020500  29040 020100 27446 020600 22506 020700 23853 020800 22258 020900 47734 021300 37919 021400 50103 -1
020600  6126 020100 20444 020200 42390 020500 22506 020900 63687 021200 35637 -1
020700  3778 020300 25378 020500 23853 020800 8496 021400 18611 -1
020800  6542 020100 31771 020300 23765 020500 22258 020700 8496 -1
020900  5998 020200 39515 020500 47734 020600 63687 021300 44740 -1
021000  12258 020400 59347 021300 54851 021400 7034 -1
021100  19815 021200 101339 -1
021200  4324 020100 26380 020200 57459 020600 35637 021100 101339 -1
021300  12745 020500 37919 020900 44740 021000 54851 021400 22105 -1
021400  4748 020500 50103 020700 18611 021000 7034 021300 22105 -1
