81908
150303  12192 150313 8109 150314 14264 -1
150312  44048 150313 2452 150315 5853 -1
150313  21866 150303 8109 150312 2452 150314 7076 -1
150314  38600 150303 14264 150313 7076 150315 3648 151005 12740 151101 3339 -1
150315  34395 150312 5853 150314 3648 151002 135 151005 8115 -1
151002  41766 150315 135 151005 15908 151006 6028 151007 5071 151101 1737 -1
151005  42491 150314 12740 150315 8115 151002 15908 151101 1146 -1
151006  16219 151002 6028 151007 7521 151101 3687 151103 12059 -1
151007  39011 150409 3579 150410 1747 150411 6981 151002 5071 151006 7521 -1
151101  16934 150314 3339 151002 1737 151005 1146 151006 3687 151102 7316 151103 9361 151209 13893 -1
151102  4531 151101 7316 -1
151103  22586 150411 1730 151006 12059 151101 9361 151209 6309 -1
